                                                                 BALANCE DE SUMAS Y SALDOS
EMPRESA: MAKE-OPTIC, SL                                                                                     FECHA: 20/08/2026
Condición: Desde la SUBCUENTA 1000000000 a la 7999999999
           En el PERIODO del 01/01/2024 al 31/12/2024


Subcuenta      Nombre de la Subcuenta                             Saldo Inicial        Debe        Haber                Saldo
4300000100     PEIRO CONEJOS, JULIO ENRIQUE                         0,00        135,85       135,85                0,00
4300000104     MARTINEZ ESTELLES, SL                              306,13          0,00       306,13                0,00
4300000121     BARELLES PASTOR, FRANCISCA                         273,39        573,53       846,92                0,00
4300000132     GRUPO OPTICO PARRILLA LLORENTE                      61,35        166,62       227,97                0,00
4300000146     GAVINETES ESP.DE LEVANTE, SL                       120,03         63,06       183,09                0,00
4300000150     OPTICA ROYO, SL                                     34,12          0,00        34,12                0,00
4300000154     HIDALGO IBAÑEZ, PALOMA                               0,00        478,38       478,38                0,00
4300000156     GEROPCLE, SL                                       366,83      1.281,67     1.648,50                0,00
4300000157     OPTICAS ADAM                                       286,13         17,79       303,92                0,00
4300000163     NOVA OPTICA, SL                                  1.268,34      4.422,81     5.691,15                0,00
4300000191     OPTICA DUANE, SL                                   174,67        477,93       652,60                0,00
4300000200     HONGUERO ESTRADA, Mª MERCEDES                      165,17        181,87       347,04                0,00
4300000217     VAPA PHARMAINVERS S.L                               27,46        260,51       287,97                0,00
4300000228     CARL ZEISS VISION ESPAÑA SL                        111,09          0,00       111,09                0,00
4300000239     LOPEZ HERNANDEZ EVA MARIA                            0,00         30,49        30,49                0,00
4300000243     AMPARO HURTADO OPTICOS S.L                           6,05          0,00         6,05                0,00
4300000246     OPTICA CAMPANAR, SL                                118,83        238,85       357,68                0,00
4300000248     TENA PERALES, RAUL                                 110,27        362,27       472,54                0,00
4300000249     HUERTAS CLARAMONTE, AMPARO                         269,33        493,33       762,66                0,00
4300000259     MORENO VIVAS, GONZALO                                0,00         18,15        18,15                0,00
4300000277     PORCAR I BALAGUER, SL                               30,43          0,00        30,43                0,00
4300000292     DOS MIRADAS OE                                      13,63          0,00        13,63                0,00
4300000318     ORTOVISION CENTRAL, SL                               6,05        295,49       301,54                0,00
4300000332     OPTICA MITICA S.L                                   36,05         67,40       103,45                0,00
4300000333     CTRO OPTICO MEDITERRANEA MONCADA, SL                30,49         75,74       106,23                0,00
4300000334     LOPEZ PARRILLA, EVA                                 68,89         64,61       133,50                0,00

                               SUMA PARCIAL.......           -99.610,24     655.752,32   556.142,08                0,00



BALANCE DE SUMAS Y SALDOS                                                                                     Página 2
                                                           BALANCE DE SUMAS Y SALDOS
EMPRESA: MAKE-OPTIC, SL                                                                               FECHA: 20/08/2026
Condición: Desde la SUBCUENTA 1000000000 a la 7999999999
           En el PERIODO del 01/01/2024 al 31/12/2024


Subcuenta      Nombre de la Subcuenta                       Saldo Inicial        Debe        Haber                Saldo

                             SUMA ANTERIOR.......            -99.610,24     655.752,32   556.142,08                0,00

4300000335     BORJA OPTICOS OLIVA, S.L.                           67,34          0,00        67,34                0,00
4300000336     GRUPTECER OPTICS, SL                             1.466,61      5.002,12     6.468,73                0,00
4300000338     OPTICA CIUDAD DE LAS CIENCIAS                      343,53        582,50       926,03                0,00
4300000339     AUDIO VISTA ALGIROS, SL                            822,27          0,00       822,27                0,00
4300000340     DOMENECH BADENES, EDUARDO RAMON                     26,26         41,26        67,52                0,00
4300000341     OPTICA NOVALUS, SL                                  85,79        115,80       201,59                0,00
4300000342     SANCHEZ CABRERA OPTICA, S.L.                        10,89         23,96        34,85                0,00
4300000343     RAFAEL MELGOSO PONZ                                 57,11          0,00        57,11                0,00
4300000345     RELUXVISION SLU                                    213,94        368,10       582,04                0,00
4300000347     VISUALENS LAB                                    1.586,29      2.408,66     3.994,95                0,00
4300000348     DIES OPTICAS SL                                     14,64         56,51        71,15                0,00
4300000349     NUEVA OPTICA TORRENT, S.L.                         168,43          0,00       168,43                0,00
4300000350     CDR OPTICS S.L                                     290,88        586,62       877,50                0,00
4300000351     FCO JULIAN OLMOS CARRILLO                          102,10         75,41       177,51                0,00
4300000352     INMACULADA NOEMI MOLLA SOLER                       178,20        634,94       813,14                0,00
4300000355     LOPEZ FERNANDEZ, JOSE MARIA                         54,46          0,00        54,46                0,00
4300000356     AMPARO LLANO ASENSI                                 62,38          0,00        62,38                0,00
4300000357     ANA DIAZ PASTRANA                                  215,37        996,35     1.211,72                0,00
4300000358     GABINETES ESPECIALIZADOS DE LE                      41,38          0,00        41,38                0,00
4300000359     AMPARO HURTADO OPTICOS, S.L.                        24,08          0,00        24,08                0,00
4300000360     DESARROLLOS DE VIDA SALUD S.L.                     128,50          0,00       128,50                0,00
4300000361     EVA MARTI GARCIA                                   122,13          0,00       122,13                0,00
4300000362     CRISTINA MAYOR                                     210,96         81,91       292,87                0,00
4300000364     OPTICA MASERES, S.L.U.                             278,51          0,00       278,51                0,00
4300000365     OPTICAS VISUAL MODA S.L                             38,12          0,00        38,12                0,00
4300000366     OPTICAS LOZANO, S.L.                                26,62          0,00        26,62                0,00
4300000367     VISTA A LA MAR OPTICOS S.L                         787,69      1.138,60     1.926,29                0,00
4300000368     ORTOVISION CENTRAL, S.L.                           723,44          0,00       723,44                0,00
4300000369     APPROACH IBERICA, SL                                26,62        723,59       750,21                0,00
4300000370     GUILLEN QUINTERO, IGNACIO                          704,00          0,00       704,00                0,00
4300000372     MUNERA TAMARIT, JUAN                               181,92        529,00       710,92                0,00
4300000373     OPTICA RUBLAN, SLU                                 128,14        502,41       630,55                0,00
4300000374     YLLA JAPAN POLYMERS, SL                          1.295,79      1.288,20     2.583,99                0,00
4300000375     PAULA RODRIGUEZ ANEIROS                            950,05      2.024,09     2.974,14                0,00
4300000376     DE LA SERRA SANCHEZ, BEATRIZ                         0,00        121,97       121,97                0,00
4300000377     DIAZ LLOPIS, MANUEL                                  0,00      7.079,55     7.079,55                0,00
4300000378     OPTICA GARBI                                         0,00         12,29        12,29                0,00
4300000379     RIBERA SANZ, SL                                      0,00         18,15        18,15                0,00
4300000380     BELMAR APARICIO, FRANCISCO                         696,31        327,53     1.023,84                0,00
4300000381     OPTICA DEL PENEDES, S.L                            173,75        381,76       555,51                0,00
4300000392     DE DIOS BERMELL, AMPARO                            218,42      1.464,00     1.682,42                0,00
4300000393     SERV.OPT.E.HURTADO, SL                               0,00        171,45       171,45                0,00
4300000394     SANTAMARIA BALZA, CARMEN                         6.174,47     10.367,29    16.541,76                0,00
4300000401     ICARE GROUP                                          0,00        480,00       480,00                0,00
4300000402     CAMERA CENTRE OPTIC I AUDITIU                        0,00         25,41        25,41                0,00
4300000403     DOSMIRADAS2020, SL                                   0,00         27,58        27,58                0,00
4300000404     OPTICA GARVI, SL                                     0,00          9,85         9,85                0,00
4300000407     OPTICAS HERRAL, SL                                   0,00        128,74       128,74                0,00
4300000408     NOVA VISION TORRENT,S.L                            882,94        544,74     1.427,68                0,00
4300000409     GILABERT MOLINA RUBEN                                0,00         28,19        28,19                0,00
4300000412     INVERSIONES LA TRAVESA                               0,00        270,80       270,80                0,00
4300000414     MARTXA OPTICOS S.L                                   0,00         55,64        55,64                0,00
4300000415     OPTICAS EL VEDAT                                     0,00        208,33       208,33                0,00
4300000417     VICTOR JUAQUIN GOMEZ SANDEZ                          0,00        150,12       150,12                0,00
4300000442     GAFASONLINE S.L                                    175,88         48,58       224,46                0,00
4300000453     OPTICA VALTERNA C.B                                175,06        359,66       534,72                0,00
4300000462     R.PERALES,S.L.                                      38,61        155,61       194,22                0,00
4300000463     LAURA ALONSO GRANELL                                35,33         95,22       130,55                0,00
4300000475     CENTRO OPTICO Y AUDITIVO SILMA                       0,00         13,09        13,09                0,00
4300000476     ARENA OPTICA 16 S.L                                477,51      2.690,88     3.168,39                0,00
4300000479     VANESA MARTINEZ BUCEO                            1.440,64      2.078,70     3.519,34                0,00
4300000482     LUIS MUÑOZ ORTS                                     86,93        469,59       556,52                0,00
4300000487     OPTICALIA CLARAMUNT                                 54,09        241,03       295,12                0,00
4300000489     PATERNAVISION                                      312,41        468,17       780,58                0,00
4300000499     CLERITAM S.C.                                       13,02          0,00        13,02                0,00
4300000501     MARIA JOSE CARCELLER SANCHEZ                        94,38        143,03       237,41                0,00
4300000505     AUDIOVISION OLICARES                             1.931,13      4.492,93     6.424,06                0,00
4300000516     LAERTOS VISION, SL                                  81,91        291,98       373,89                0,00
4300000517     JOSE LOPEZ HIDALGO                                   0,00         22,14        22,14                0,00
4300000518     CALLPER BONAVISTA, S.L                             247,05        389,74       636,79                0,00
4300000519     ORETO HERNANDEZ OPTICA                             286,07        260,14       546,21                0,00
4300000521     RAGA                                                10,77          0,00        10,77                0,00
4300000522     VISUALTORRENT S.L                                   26,14        103,70       129,84                0,00

                               SUMA PARCIAL.......           -74.542,98     707.129,93   632.586,95                0,00



BALANCE DE SUMAS Y SALDOS                                                                                     Página 3
                                                                  BALANCE DE SUMAS Y SALDOS
EMPRESA: MAKE-OPTIC, SL                                                                                          FECHA: 20/08/2026
Condición: Desde la SUBCUENTA 1000000000 a la 7999999999
           En el PERIODO del 01/01/2024 al 31/12/2024


Subcuenta      Nombre de la Subcuenta                              Saldo Inicial          Debe          Haber                Saldo

                              SUMA ANTERIOR.......                  -74.542,98      707.129,93     632.586,95                 0,00

4300000525     ALTRU OPTICAS S.L                                          0,00            17,42          17,42                0,00
4300000530     MELGOPTIC S.L                                             19,96             0,00          19,96                0,00
4300000531     NEWCO RETAIL LEVANTE 1,S.L.U.                            384,67         3.732,82       4.117,49                0,00
4300000533     SALINAS OPTICOS S.L                                       58,19           168,91         227,10                0,00
4300000540     NEWCO RETAIL LEVANTE 12 2 A                              239,46             0,00         239,46                0,00
4300000542     OPTICA VISTALEA                                           83,01           197,78         280,79                0,00
4300000543     MURUZABAL JAIME SHEILA E IRENE                            43,32            34,36          77,68                0,00
4300000546     RIGEL VISION S.L                                           0,00         3.608,78       3.608,78                0,00
4300000551     MªJOSE MESEGUER MUÑOZ                                    176,12           248,65         424,77                0,00
4300000553     INSTITUTO OFTALMOLOGICO VALENC                        14.313,76         4.477,51      18.791,27                0,00
4300000556     OVEJERO VISION SL                                        726,16         1.665,60       2.391,76                0,00
4300000557     OPTICA ARGENTE S.L                                         0,00            67,03          67,03                0,00
4300000558     JUAQUIN CARLOS BOTELLA DIAZ                            1.028,59         1.595,35       2.623,94                0,00
4300000564     RIDEL VISION SL                                        1.123,19         1.055,03       2.178,22                0,00
4300000568     OLEK VISION SLU                                        1.078,22         1.951,73       3.029,95                0,00
4300000571     MARCOS ARIAZA ZABALLOS                                    10,04             0,00          10,04                0,00
4300000580     BEATRIZ CANO CASTAÑER                                    244,53           778,33       1.022,86                0,00
4300000581     MAIKHARETAILSL                                            90,39             0,00          90,39                0,00
4300000585     MAIKHARETAILSL                                           381,74           118,22         499,96                0,00
4300000888     ROBERTO CARBONELL SALA                                    27,59             0,00          27,59                0,00
4300000996     CLENTES KEONS                                              0,00        35.610,72      35.610,72                0,00
4300000997     CLIENTES KEONS                                         4.289,64           346,06       4.635,70                0,00
4300000999     CLIENTES VARIOS OPTICA 44 21                              29,91            10,00          39,91                0,00
4300001425     JOSE VICENTE TOMAS GARCIA                               -107,81           230,07         122,26                0,00
4650           REMUNERACIONES PENDIENTES DE PAGO                          0,00        71.578,63      71.578,63                0,00
4650000000     REMUNERACIONES PENDIENTES DE PAGO                          0,00        71.578,63      71.578,63                0,00
4700           HACIENDA PÚBLICA, DEUDORA POR IVA                      4.432,07         1.053,05       5.485,12                0,00
4700000000     HACIENDA PÚBLICA, DEUDORA POR IVA                          0,00         1.053,05       1.053,05                0,00
4700000099     HACIENDA PÚBLICA, IVA A DEVOLVER                       4.432,07             0,00       4.432,07                0,00
4720           HACIENDA PÚBLICA, IVA SOPORTADO                            0,00        19.764,04      19.764,04                0,00
4720000000     HACIENDA PÚBLICA, IVA SOPORTADO                            0,00             0,00           0,00                0,00
4720000005     IVA SOPORTADO 5%                                           0,00             6,53           6,53                0,00
4720000010     IVA SOPORTADO 10%                                          0,00         9.702,85       9.702,85                0,00
4720000021     IVA SOPORTADO 21%                                          0,00        10.054,66      10.054,66                0,00
4730           HACIENDA PÚBLICA, RETENCIONES Y PAGOS A CUENTA             0,00         4.057,42       4.057,42                0,00
4730000000     HACIENDA PÚBLICA, RETENCIONES Y PAGOS A CUENTA             0,00         4.057,42       4.057,42                0,00
4745           CRÉDITO POR PÉRDIDAS A COMPENSAR DEL EJERCICIO..           0,00         4.233,14       4.233,14                0,00
4745000008     CDTO PDAS A COMP EJER 2024                                 0,00         4.233,14       4.233,14                0,00
4750           HACIENDA PÚBLICA, ACREEDORA POR IVA                  -10.521,60        26.230,33      15.708,73                0,00
4750000000     HACIENDA PÚBLICA, ACREEDORA POR IVA                   -6.638,51        11.776,17       5.137,66                0,00
4750000017     APZO IVA 3T 2023                                      -3.883,09         3.883,09           0,00                0,00
4750000019     APZO IVA 3T 2024                                           0,00         1.194,61       1.194,61                0,00
4750000020     APZO 303 4T 2023                                           0,00         6.638,41       6.638,41                0,00
4750000022     APZO MOD 303 2T 2024                                       0,00         2.738,05       2.738,05                0,00
4751           HACIENDA PÚBLICA, ACREEDORA POR RETENCIONES PR        -6.973,61        22.040,58      15.066,97                0,00
4751000000     HACIENDA PÚBLICA, ACREEDORA POR RETENCIONES PRA       -5.204,50        17.001,65      11.797,15                0,00
4751000002     RETENCIONES ALQUILER                                  -1.769,11         5.038,93       3.269,82                0,00
4752           HACIENDA PÚBLICA, ACREEDORA POR IMPUESTO SOBR        -13.897,27        23.184,03       9.286,76                0,00
4752000000     HACIENDA PÚBLICA, ACREEDORA POR IMPUESTO SOBRE       -13.897,27        13.897,27           0,00                0,00
4752000004     APZO IMP SOCIEDADES 2023                                   0,00         9.286,76       9.286,76                0,00
4760           ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES         -2.892,29        17.644,87      14.752,58                0,00
4760000000     ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES         -2.892,29        17.644,87      14.752,58                0,00
4770           HACIENDA PÚBLICA, IVA REPERCUTIDO                          0,00        23.716,44      23.716,44                0,00
4770000000     HACIENDA PÚBLICA, IVA REPERCUTIDO                          0,00             0,00           0,00                0,00
4770000010     IVA RERCUTIDO 10%                                          0,00        14.136,76      14.136,76                0,00
4770000021     IVA REPERCUTIDO 21%                                        0,00         8.934,28       8.934,28                0,00
4770000088     H.P. IVA REPERCUTIDO PARA INV. SUJETO PASIVO               0,00            11,01          11,01                0,00
4770000099     H.P. IVA REPERCUTIDO PARA ADQ. INTRACOMUNITARIAS           0,00           186,27         186,27                0,00
4770000144     IVA REPERCUTIDO 1,4%                                       0,00           250,98         250,98                0,00
4770000522     IVA REPECUTIDO R.E. 5,2%                                   0,00           197,14         197,14                0,00
4790           PASIVOS POR DIFERENCIAS TEMPORARIAS IMPONIBLES           620,58             0,00         620,58                0,00
4790000000     PASIVOS POR DIFERENCIAS TEMPORARIAS IMPONIBLES           620,58             0,00         620,58                0,00
5201           DEUDAS A CORTO PLAZO POR CRÉDITO DISPUESTO           -34.476,72       357.130,74     322.654,02                0,00
5201000001     BCO SABADELL CTA 0001638565                          -17.508,92       340.162,94     322.654,02                0,00
5201000002     SABADEL CTA                                          -16.967,80        16.967,80           0,00                0,00
5510           CUENTA CORRIENTE CON SOCIOS Y ADMINISTRADORES         -8.888,86         8.888,86           0,00                0,00
5510000001     CTA SOCIOS AURELIO                                    -4.444,43         4.444,43           0,00                0,00
5510000003     APORT.SOCIOS PEPE                                     -4.444,43         4.444,43           0,00                0,00
5550           PARTIDAS PENDIENTES DE APLICACIÓN                     -2.260,68         2.260,68           0,00                0,00
5550000000     PARTIDAS PENDIENTES DE APLICACIÓN                     -2.260,68         2.260,68           0,00                0,00
5720           BANCOS E INSTITUCIONES DE CRÉDITO C/C VISTA, EUR     125.160,68       604.560,20     729.720,88                0,00
5720000099     DIARIO AUX BANCOS                                    125.160,68       604.560,20     729.720,88                0,00
6000           COMPRAS DE MERCADERÍAS                                     0,00       102.077,85     102.077,85                0,00

                                SUMA PARCIAL.......                        0,00    1.949.387,31   1.949.387,31                0,00



BALANCE DE SUMAS Y SALDOS                                                                                                Página 4
                                                           BALANCE DE SUMAS Y SALDOS
EMPRESA: MAKE-OPTIC, SL                                                                                   FECHA: 20/08/2026
Condición: Desde la SUBCUENTA 1000000000 a la 7999999999
           En el PERIODO del 01/01/2024 al 31/12/2024


Subcuenta      Nombre de la Subcuenta                       Saldo Inicial          Debe          Haber                Saldo

                              SUMA ANTERIOR.......                  0,00    1.949.387,31   1.949.387,31                0,00

6000000000     COMPRAS DE MERCADERÍAS                               0,00        1.161,04       1.161,04                0,00
