                                                                 BALANCE DE SUMAS Y SALDOS
EMPRESA: MAKE-OPTIC, SL                                                                                     FECHA: 20/08/2026
Condición: Desde la SUBCUENTA 1000000000 a la 7999999999
           En el PERIODO del 01/01/2023 al 31/12/2023


Subcuenta      Nombre de la Subcuenta                             Saldo Inicial        Debe        Haber                Saldo
4300000146     GAVINETES ESP.DE LEVANTE, SL                         5,26        297,53       302,79                0,00
4300000150     OPTICA ROYO, SL                                      0,00         46,22        46,22                0,00
4300000156     GEROPCLE, SL                                        53,37        822,37       875,74                0,00
4300000157     OPTICAS ADAM                                         0,00        601,40       601,40                0,00
4300000163     NOVA OPTICA, SL                                      0,00      1.298,59     1.298,59                0,00
4300000188     SABATER LLORACH, MARGA                               0,00          6,66         6,66                0,00
4300000191     OPTICA DUANE, SL                                    16,70        440,08       456,78                0,00
4300000200     HONGUERO ESTRADA, Mª MERCEDES                       22,26        423,75       446,01                0,00
4300000217     VAPA PHARMAINVERS S.L                               12,95        199,89       212,84                0,00
4300000228     CARL ZEISS VISION ESPAÑA SL                          0,00        221,93       221,93                0,00
4300000239     LOPEZ HERNANDEZ EVA MARIA                            0,00         28,19        28,19                0,00
4300000243     AMPARO HURTADO OPTICOS S.L                           0,00          6,05         6,05                0,00
4300000246     OPTICA CAMPANAR, SL                                 42,71        387,46       430,17                0,00
4300000248     TENA PERALES, RAUL                                   0,00        212,40       212,40                0,00
4300000249     HUERTAS CLARAMONTE, AMPARO                          16,41        514,78       531,19                0,00
4300000255     CTRO OPT.CLINICO BENIFAIO, SL                       10,16          0,00        10,16                0,00
4300000260     BURGUET OPTICA                                      13,07        220,70       233,77                0,00
4300000277     PORCAR I BALAGUER, SL                                0,00         42,89        42,89                0,00
4300000288     CASANA VISION, SLU                                   0,00         56,27        56,27                0,00
4300000292     DOS MIRADAS OE                                       0,00         13,63        13,63                0,00
4300000318     ORTOVISION CENTRAL, SL                              17,60         41,99        59,59                0,00
4300000328     FERNANDO GOMEZ SAN BERNARDO                         33,40          0,00        33,40                0,00
4300000332     OPTICA MITICA S.L                                    0,00         57,95        57,95                0,00
4300000333     CTRO OPTICO MEDITERRANEA MONCADA, SL                 0,00         56,87        56,87                0,00
4300000334     LOPEZ PARRILLA, EVA                                 27,71        134,88       162,59                0,00
4300000335     BORJA OPTICOS OLIVA, S.L.                            0,00         67,34        67,34                0,00
4300000336     GRUPTECER OPTICS, SL                                16,03      3.613,34     3.629,37                0,00
4300000338     OPTICA CIUDAD DE LAS CIENCIAS                       10,53        530,92       541,45                0,00

                               SUMA PARCIAL.......           -39.533,96     639.920,06   600.386,10                0,00


BALANCE DE SUMAS Y SALDOS                                                                                     Página 2
                                                           BALANCE DE SUMAS Y SALDOS
EMPRESA: MAKE-OPTIC, SL                                                                               FECHA: 20/08/2026
Condición: Desde la SUBCUENTA 1000000000 a la 7999999999
           En el PERIODO del 01/01/2023 al 31/12/2023


Subcuenta      Nombre de la Subcuenta                       Saldo Inicial        Debe        Haber                Saldo

                             SUMA ANTERIOR.......            -39.533,96     639.920,06   600.386,10                0,00

4300000339     AUDIO VISTA ALGIROS, SL                            318,21      1.104,31     1.422,52                0,00
4300000340     DOMENECH BADENES, EDUARDO RAMON                      0,00         62,43        62,43                0,00
4300000341     OPTICA NOVALUS, SL                                  11,74        213,20       224,94                0,00
4300000342     SANCHEZ CABRERA OPTICA, S.L.                         0,00         54,45        54,45                0,00
4300000343     RAFAEL MELGOSO PONZ                                  7,02        136,85       143,87                0,00
4300000344     PUCHOL ALVIÑANA, PAULA                              13,19         65,35        78,54                0,00
4300000345     RELUXVISION SLU                                     15,25        536,57       551,82                0,00
4300000347     VISUALENS LAB                                      188,02      2.803,34     2.991,36                0,00
4300000348     DIES OPTICAS SL                                      0,00         23,72        23,72                0,00
4300000349     NUEVA OPTICA TORRENT, S.L.                           2,42        205,46       207,88                0,00
4300000350     CDR OPTICS S.L                                       0,00        476,31       476,31                0,00
4300000351     FCO JULIAN OLMOS CARRILLO                            0,00        151,02       151,02                0,00
4300000352     INMACULADA NOEMI MOLLA SOLER                         0,00        258,94       258,94                0,00
4300000353     OPTICA SANTANDREU                                    0,00         47,44        47,44                0,00
4300000354     OPTICALIA ONTIYENT                                   0,00         61,22        61,22                0,00
4300000355     LOPEZ FERNANDEZ, JOSE MARIA                          0,00         68,50        68,50                0,00
4300000356     AMPARO LLANO ASENSI                                  0,00         88,76        88,76                0,00
4300000357     ANA DIAZ PASTRANA                                    0,00        215,37       215,37                0,00
4300000358     GABINETES ESPECIALIZADOS DE LE                       0,00         61,83        61,83                0,00
4300000359     AMPARO HURTADO OPTICOS, S.L.                         0,00         30,13        30,13                0,00
4300000360     DESARROLLOS DE VIDA SALUD S.L.                       0,00        177,02       177,02                0,00
4300000361     EVA MARTI GARCIA                                     0,00        235,31       235,31                0,00
4300000362     CRISTINA MAYOR                                       0,00        340,98       340,98                0,00
4300000363     MARIA ORETO HERNADEZ LLOPIS                          0,00         27,23        27,23                0,00
4300000364     OPTICA MASERES, S.L.U.                               0,00        301,20       301,20                0,00
4300000365     OPTICAS VISUAL MODA S.L                              0,00         50,58        50,58                0,00
4300000366     OPTICAS LOZANO, S.L.                                 0,00         26,62        26,62                0,00
4300000367     VISTA A LA MAR OPTICOS S.L                           0,00        787,69       787,69                0,00
4300000368     ORTOVISION CENTRAL, S.L.                             0,00        723,44       723,44                0,00
4300000369     APPROACH IBERICA, SL                                 0,00         26,62        26,62                0,00
4300000370     GUILLEN QUINTERO, IGNACIO                            0,00        704,00       704,00                0,00
4300000372     MUNERA TAMARIT, JUAN                                 0,00        181,92       181,92                0,00
4300000373     OPTICA RUBLAN, SLU                                   0,00        128,14       128,14                0,00
4300000374     YLLA JAPAN POLYMERS, SL                              0,00      1.295,79     1.295,79                0,00
4300000375     PAULA RODRIGUEZ ANEIROS                            133,07      2.424,72     2.557,79                0,00
4300000380     BELMAR APARICIO, FRANCISCO                         298,67      2.808,67     3.107,34                0,00
4300000381     OPTICA DEL PENEDES, S.L                             46,71        320,28       366,99                0,00
4300000392     DE DIOS BERMELL, AMPARO                             25,89        790,24       816,13                0,00
4300000394     SANTAMARIA BALZA, CARMEN                           997,08     13.532,37    14.529,45                0,00
4300000408     NOVA VISION TORRENT,S.L                            430,02      3.709,27     4.139,29                0,00
4300000424     LOPEZ CRUZ, HUMILDAD                                17,79          0,00        17,79                0,00
4300000442     GAFASONLINE S.L                                      8,95        403,46       412,41                0,00
4300000453     OPTICA VALTERNA C.B                                 12,24        352,89       365,13                0,00
4300000462     R.PERALES,S.L.                                      29,89        104,31       134,20                0,00
4300000463     LAURA ALONSO GRANELL                                 0,00        182,96       182,96                0,00
4300000476     ARENA OPTICA 16 S.L                                 75,06      1.028,16     1.103,22                0,00
4300000479     VANESA MARTINEZ BUCEO                              184,99      2.979,24     3.164,23                0,00
4300000482     LUIS MUÑOZ ORTS                                    732,32      1.981,24     2.713,56                0,00
4300000487     OPTICALIA CLARAMUNT                                  0,00        227,00       227,00                0,00
4300000489     PATERNAVISION                                        0,00        456,47       456,47                0,00
4300000493     LINCE VISION 2015                                  333,09      1.182,20     1.515,29                0,00
4300000499     CLERITAM S.C.                                        0,00        485,47       485,47                0,00
4300000501     MARIA JOSE CARCELLER SANCHEZ                         7,26        277,50       284,76                0,00
4300000504     FURIO MUÑOZ, JOSE JUAN                              87,24         30,86       118,10                0,00
4300000505     AUDIOVISION OLICARES                               488,99      4.755,18     5.244,17                0,00
4300000516     LAERTOS VISION, SL                                   7,68        271,46       279,14                0,00
4300000517     JOSE LOPEZ HIDALGO                                  71,39        140,98       212,37                0,00
4300000518     CALLPER BONAVISTA, S.L                              50,77        609,39       660,16                0,00
4300000519     ORETO HERNANDEZ OPTICA                              53,24        430,43       483,67                0,00
4300000521     RAGA                                                 0,00         10,77        10,77                0,00
4300000522     VISUALTORRENT S.L                                    0,00         98,99        98,99                0,00
4300000530     MELGOPTIC S.L                                        0,00         40,29        40,29                0,00
4300000531     MULTIOPTICAS TORRENTE                              106,00        931,32     1.037,32                0,00
4300000533     SALINAS OPTICOS S.L                                  0,00         88,92        88,92                0,00
4300000540     NEWCO RETAIL LEVANTE 12 2 A                          0,00        358,29       358,29                0,00
4300000542     OPTICA VISTALEA                                      0,00        217,80       217,80                0,00
4300000543     MURUZABAL JAIME SHEILA E IRENE                       0,00         94,14        94,14                0,00
4300000551     MªJOSE MESEGUER MUÑOZ                               26,92        410,51       437,43                0,00
4300000553     INSTITUTO OFTALMOLOGICO VALENC                     982,56     23.847,45    24.830,01                0,00
4300000556     OVEJERO VISION SL                                  103,70      1.963,80     2.067,50                0,00
4300000557     OPTICA ARGENTE S.L                                   9,80         17,30        27,10                0,00
4300000558     JUAQUIN CARLOS BOTELLA DIAZ                         18,70      1.646,10     1.664,80                0,00
4300000564     RIDEL VISION SL                                    297,73      2.750,86     3.048,59                0,00
4300000568     OLEK VISION SLU                                    224,21      2.586,52     2.810,73                0,00

                               SUMA PARCIAL.......           -33.116,15     726.139,61   693.023,46                0,00


BALANCE DE SUMAS Y SALDOS                                                                                     Página 3
                                                                  BALANCE DE SUMAS Y SALDOS
EMPRESA: MAKE-OPTIC, SL                                                                                          FECHA: 20/08/2026
Condición: Desde la SUBCUENTA 1000000000 a la 7999999999
           En el PERIODO del 01/01/2023 al 31/12/2023


Subcuenta      Nombre de la Subcuenta                              Saldo Inicial          Debe          Haber                Saldo

                              SUMA ANTERIOR.......                  -33.116,15      726.139,61     693.023,46                 0,00

4300000571     MARCOS ARIAZA ZABALLOS                                      0,00           23,96          23,96                0,00
4300000580     BEATRIZ CANO CASTAÑER                                       0,00          726,63         726,63                0,00
4300000581     MAIKHARETAILSL                                              0,00          313,51         313,51                0,00
4300000582     INIPLEXS.L                                                  0,00          242,24         242,24                0,00
4300000585     MAIKHARETAILSL                                              0,00          449,26         449,26                0,00
4300000888     ROBERTO CARBONELL SALA                                      0,00          129,35         129,35                0,00
4300000994     CLIENTES WEB NOR                                            0,00          309,87         309,87                0,00
4300000995     CLIENTES WEB                                                0,00        5.264,41       5.264,41                0,00
4300000996     CLENTES KEONS                                               0,00      201.529,54     201.529,54                0,00
4300000997     CLIENTES KEONS                                              0,00        8.748,39       8.748,39                0,00
4300000999     CLIENTES VARIOS OPTICA 44 21                                0,00          543,55         543,55                0,00
4300001425     JOSE VICENTE TOMAS GARCIA                                  38,87          440,19         479,06                0,00
4650           REMUNERACIONES PENDIENTES DE PAGO                           0,00      119.444,63     119.444,63                0,00
4650000000     REMUNERACIONES PENDIENTES DE PAGO                           0,00      119.444,63     119.444,63                0,00
4700           HACIENDA PÚBLICA, DEUDORA POR IVA                       4.432,07            0,00       4.432,07                0,00
4700000099     HACIENDA PÚBLICA, IVA A DEVOLVER                        4.432,07            0,00       4.432,07                0,00
4720           HACIENDA PÚBLICA, IVA SOPORTADO                             0,00       27.676,10      27.676,10                0,00
4720000005     IVA SOPORTADO 5%                                            0,00           89,71          89,71                0,00
4720000010     IVA SOPORTADO 10%                                           0,00       12.285,97      12.285,97                0,00
4720000021     IVA SOPORTADO 21%                                           0,00       15.300,42      15.300,42                0,00
4730           HACIENDA PÚBLICA, RETENCIONES Y PAGOS A CUENTA          1.052,75            0,00       1.052,75                0,00
4730000000     HACIENDA PÚBLICA, RETENCIONES Y PAGOS A CUENTA          1.052,75            0,00       1.052,75                0,00
4750           HACIENDA PÚBLICA, ACREEDORA POR IVA                    -9.579,80       42.522,66      32.942,86                0,00
4750000000     HACIENDA PÚBLICA, ACREEDORA POR IVA                         0,00       22.705,20      22.705,20                0,00
4750000015     AZPO MOD 303 3T 2022                                   -4.953,62        4.953,62           0,00                0,00
4750000016     APZO MOD 303 4T 2022                                   -4.626,18        4.626,18           0,00                0,00
4750000017     APZO IVA 3T 2023                                            0,00        5.824,63       5.824,63                0,00
4750000018     APZO IVA 2T 2023                                            0,00        4.413,03       4.413,03                0,00
4751           HACIENDA PÚBLICA, ACREEDORA POR RETENCIONES PR         -6.130,26       33.024,30      26.894,04                0,00
4751000000     HACIENDA PÚBLICA, ACREEDORA POR RETENCIONES PRA        -4.228,13       24.045,67      19.817,54                0,00
4751000002     RETENCIONES ALQUILER                                   -1.902,13        8.978,63       7.076,50                0,00
4752           HACIENDA PÚBLICA, ACREEDORA POR IMPUESTO SOBR          -7.733,73       27.377,95      19.644,22                0,00
4752000000     HACIENDA PÚBLICA, ACREEDORA POR IMPUESTO SOBRE         -7.733,73       21.631,00      13.897,27                0,00
4752000003     APZO IMP SOCIEDADES 2022                                    0,00        5.746,95       5.746,95                0,00
4760           ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES          -2.649,15       36.389,91      33.740,76                0,00
4760000000     ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES          -2.649,15       36.389,91      33.740,76                0,00
4770           HACIENDA PÚBLICA, IVA REPERCUTIDO                           0,00       49.601,19      49.601,19                0,00
4770000000     HACIENDA PÚBLICA, IVA REPERCUTIDO                           0,00            0,00           0,00                0,00
4770000010     IVA RERCUTIDO 10%                                           0,00       37.753,27      37.753,27                0,00
4770000021     IVA REPERCUTIDO 21%                                         0,00       11.158,84      11.158,84                0,00
4770000099     H.P. IVA REPERCUTIDO PARA ADQ. INTRACOMUNITARIAS            0,00          511,28         511,28                0,00
4770000144     IVA REPERCUTIDO 1,4%                                        0,00           89,02          89,02                0,00
4770000522     IVA REPECUTIDO R.E. 5,2%                                    0,00           88,78          88,78                0,00
4790           PASIVOS POR DIFERENCIAS TEMPORARIAS IMPONIBLES            807,38            0,00         807,38                0,00
4790000000     PASIVOS POR DIFERENCIAS TEMPORARIAS IMPONIBLES            807,38            0,00         807,38                0,00
5201           DEUDAS A CORTO PLAZO POR CRÉDITO DISPUESTO            -16.988,67      485.182,76     468.194,09                0,00
5201000001     BCO SABADELL CTA 0001638565                           -16.988,67      436.767,78     419.779,11                0,00
5201000002     SABADEL CTA                                                 0,00       48.414,98      48.414,98                0,00
5510           CUENTA CORRIENTE CON SOCIOS Y ADMINISTRADORES          -8.888,86        8.888,86           0,00                0,00
5510000001     CTA SOCIOS AURELIO                                     -4.444,43        4.444,43           0,00                0,00
5510000003     APORT.SOCIOS PEPE                                      -4.444,43        4.444,43           0,00                0,00
5550           PARTIDAS PENDIENTES DE APLICACIÓN                      -2.260,68        2.260,68           0,00                0,00
5550000000     PARTIDAS PENDIENTES DE APLICACIÓN                      -2.260,68        2.260,68           0,00                0,00
5720           BANCOS E INSTITUCIONES DE CRÉDITO C/C VISTA, EUR       81.016,23      893.791,28     974.807,51                0,00
5720000099     DIARIO AUX BANCOS                                      81.016,23      893.791,28     974.807,51                0,00
6000           COMPRAS DE MERCADERÍAS                                      0,00      130.867,53     130.867,53                0,00
6000000000     COMPRAS DE MERCADERÍAS                                      0,00        7.057,96       7.057,96                0,00
6000000001     COMPRAS                                                     0,00      123.809,57     123.809,57                0,00
6080           DEVOLUCIONES DE COMPRAS DE MERCADERÍAS                      0,00        5.468,42       5.468,42                0,00
6080000000     DEVOLUCIONES DE COMPRAS DE MERCADERÍAS                      0,00        5.468,42       5.468,42                0,00
6090           "RAPPELS" POR COMPRAS DE MERCADERÍAS                        0,00        1.690,60       1.690,60                0,00
6090000000     "RAPPELS" POR COMPRAS DE MERCADERÍAS                        0,00        1.690,60       1.690,60                0,00
6210           ARRENDAMIENTOS Y CÁNONES                                    0,00       37.245,03      37.245,03                0,00
6210000001     ALQUILERES GUILLEM DE CASTRO 44                             0,00        6.002,43       6.002,43                0,00
6210000004     ALQUILER PASEO ARAGON 74B                                   0,00        7.200,00       7.200,00                0,00
6210000005     ALQUILER AVDA OESTE 47                                      0,00       24.042,60      24.042,60                0,00
6230           SERVICIOS DE PROFESIONALES INDEPENDIENTES                   0,00        7.082,69       7.082,69                0,00
6230000000     SERVICIOS DE PROFESIONALES INDEPENDIENTES                   0,00        2.795,91       2.795,91                0,00
6230000001     SERVICIOS PROFESIONALES                                     0,00          282,63         282,63                0,00
6230000003     FISCAL                                                      0,00        4.004,15       4.004,15                0,00
6240           TRANSPORTES                                                 0,00        7.348,47       7.348,47                0,00
6240000000     TRANSPORTES                                                 0,00        5.278,47       5.278,47                0,00
6240000001     MENSAJERIA                                                  0,00        2.070,00       2.070,00                0,00
6260           SERVICIOS BANCARIOS Y SIMILARES                             0,00        2.541,15       2.541,15                0,00

                                SUMA PARCIAL.......                        0,00    2.860.723,57   2.860.723,57                0,00


BALANCE DE SUMAS Y SALDOS                                                                                                Página 4
                                                              BALANCE DE SUMAS Y SALDOS
EMPRESA: MAKE-OPTIC, SL                                                                                      FECHA: 20/08/2026
Condición: Desde la SUBCUENTA 1000000000 a la 7999999999
