                                                                 BALANCE DE SUMAS Y SALDOS
EMPRESA: MAKE-OPTIC, SL                                                                                     FECHA: 20/08/2026
Condición: Desde la SUBCUENTA 1000000000 a la 7999999999
           En el PERIODO del 01/01/2021 al 31/12/2021


Subcuenta      Nombre de la Subcuenta                             Saldo Inicial        Debe        Haber                Saldo
5700000001     CAJA                                                    6.445,75            0,00       6.445,75                0,00
5700000003     DIARIO AUX. TESORERIA                                  53.603,54      999.921,34   1.053.524,88                0,00
6000           COMPRAS DE MERCADERÍAS                                      0,00      182.598,27     182.598,27                0,00
6000000000     COMPRAS DE MERCADERÍAS                                      0,00        2.149,53       2.149,53                0,00
6000000001     COMPRAS                                                     0,00      180.448,74     180.448,74                0,00
6080           DEVOLUCIONES DE COMPRAS DE MERCADERÍAS                      0,00        6.048,43       6.048,43                0,00
6080000000     DEVOLUCIONES DE COMPRAS DE MERCADERÍAS                      0,00        6.048,43       6.048,43                0,00
6090           "RAPPELS" POR COMPRAS DE MERCADERÍAS                        0,00        5.423,55       5.423,55                0,00
6090000000     "RAPPELS" POR COMPRAS DE MERCADERÍAS                        0,00        5.423,55       5.423,55                0,00

                                SUMA PARCIAL.......                        0,00    3.115.866,20   3.115.866,20                0,00


BALANCE DE SUMAS Y SALDOS                                                                                                Página 4
                                                              BALANCE DE SUMAS Y SALDOS
EMPRESA: MAKE-OPTIC, SL                                                                                      FECHA: 20/08/2026
Condición: Desde la SUBCUENTA 1000000000 a la 7999999999
           En el PERIODO del 01/01/2021 al 31/12/2021


Subcuenta      Nombre de la Subcuenta                          Saldo Inicial          Debe          Haber                Saldo

                             SUMA ANTERIOR.......                      0,00    3.115.866,20   3.115.866,20                0,00

6100           VARIACIÓN DE EXISTENCIAS DE MERCADERÍAS                 0,00       23.159,00      23.159,00                0,00
6100000000     VARIACIÓN DE EXISTENCIAS DE MERCADERÍAS                 0,00       23.159,00      23.159,00                0,00
6210           ARRENDAMIENTOS Y CÁNONES                                0,00       42.733,31      42.733,31                0,00
6210000000     ARRENDAMIENTOS Y CÁNONES                                0,00        8.530,79       8.530,79                0,00
6210000001     ALQUILERES GUILLEM DE CASTRO 44                         0,00        6.002,52       6.002,52                0,00
6210000004     ALQUILER PASEO ARAGON 74B                               0,00        6.000,00       6.000,00                0,00
6210000005     ALQUILER AVDA OESTE 47                                  0,00       22.200,00      22.200,00                0,00
6230           SERVICIOS DE PROFESIONALES INDEPENDIENTES               0,00        5.417,07       5.417,07                0,00
6230000000     SERVICIOS DE PROFESIONALES INDEPENDIENTES               0,00          864,55         864,55                0,00
6230000001     SERVICIOS PROFESIONALES                                 0,00          168,52         168,52                0,00
6230000003     FISCAL                                                  0,00        4.384,00       4.384,00                0,00
6240           TRANSPORTES                                             0,00          100,00         100,00                0,00
6240000001     MENSAJERIA                                              0,00          100,00         100,00                0,00
6250           PRIMAS DE SEGUROS                                       0,00        5.066,42       5.066,42                0,00
6250000000     PRIMAS DE SEGUROS                                       0,00        5.066,42       5.066,42                0,00
6270           PUBLICIDAD, PROPAGANDA Y RELACIONES PÚBLICAS            0,00        9.540,00       9.540,00                0,00
6270000000     PUBLICIDAD, PROPAGANDA Y RELACIONES PÚBLICAS            0,00        9.540,00       9.540,00                0,00
6280           SUMINISTROS                                             0,00        5.821,59       5.821,59                0,00
6280000001     TELEFONO                                                0,00        2.595,73       2.595,73                0,00
6280000003     LUZ                                                     0,00        3.225,86       3.225,86                0,00
6290           OTROS SERVICIOS                                         0,00       24.949,38      24.949,38                0,00
6290000000     OTROS SERVICIOS                                         0,00       23.829,30      23.829,30                0,00
6290000001     OTROS GASTOS                                            0,00        1.120,08       1.120,08                0,00
6300           IMPUESTO CORRIENTE                                      0,00        2.379,89       2.379,89                0,00
6300000000     IMPUESTO CORRIENTE                                      0,00        2.379,89       2.379,89                0,00
6400           SUELDOS Y SALARIOS                                      0,00      127.960,80     127.960,80                0,00
6400000000     SUELDOS Y SALARIOS                                      0,00      127.960,80     127.960,80                0,00
6420           SEGURIDAD SOCIAL A CARGO DE LA EMPRESA                  0,00       21.278,26      21.278,26                0,00
6420000000     SEGURIDAD SOCIAL A CARGO DE LA EMPRESA                  0,00       21.278,26      21.278,26                0,00
6690           OTROS GASTOS FINANCIEROS                                0,00          136,30         136,30                0,00
6690000000     OTROS GASTOS FINANCIEROS                                0,00          136,30         136,30                0,00
6810           AMORTIZACIÓN DEL INMOVILIZADO MATERIAL                  0,00        3.141,75       3.141,75                0,00
6810000000     AMORTIZACIÓN DEL INMOVILIZADO MATERIAL                  0,00        1.350,00       1.350,00                0,00
6810000001     AMORT.INMOV.MATERIAL                                    0,00        1.791,75       1.791,75                0,00
7000           VENTAS DE MERCADERÍAS                                   0,00      413.223,31     413.223,31                0,00
7000000000     VENTAS DE MERCADERÍAS                                   0,00      343.563,13     343.563,13                0,00
7000000001     INGRESOS                                                0,00       69.660,18      69.660,18                0,00
7050           PRESTACIONES DE SERVICIOS                               0,00          366,72         366,72                0,00
7050000000     PRESTACIONES DE SERVICIOS                               0,00          121,77         121,77                0,00
7050000001     INGRESOS                                                0,00          244,95         244,95                0,00
7080           DEVOLUCIONES DE VENTAS DE MERCADERÍAS                   0,00        1.257,65       1.257,65                0,00
7080000000     DEVOLUCIONES DE VENTAS DE MERCADERÍAS                   0,00        1.257,65       1.257,65                0,00

                                   SUMA TOTAL.......                   0,00    3.802.397,65   3.802.397,65                0,00




BALANCE DE SUMAS Y SALDOS                                                                                            Página 5

