                                                                 BALANCE DE SUMAS Y SALDOS
EMPRESA: MAKE-OPTIC, SL                                                                                     FECHA: 20/08/2026
Condición: Desde la SUBCUENTA 1000000000 a la 7999999999
           En el PERIODO del 01/01/2022 al 31/12/2022


Subcuenta      Nombre de la Subcuenta                             Saldo Inicial        Debe        Haber                Saldo
4300000200     HONGUERO ESTRADA, Mª MERCEDES                       11,37        311,82       323,19                0,00
4300000217     VAPA PHARMAINVERS S.L                               12,10        295,13       307,23                0,00
4300000228     CARL ZEISS VISION ESPAÑA SL                         25,53        221,45       246,98                0,00
4300000246     OPTICA CAMPANAR, SL                                 49,85        492,12       541,97                0,00
4300000248     TENA PERALES, RAUL                                  17,18        172,73       189,91                0,00
4300000249     HUERTAS CLARAMONTE, AMPARO                           0,00        184,75       184,75                0,00
4300000255     CTRO OPT.CLINICO BENIFAIO, SL                        0,00         10,16        10,16                0,00
4300000260     BURGUET OPTICA                                      24,56        607,90       632,46                0,00
4300000282     VISUALTORRENT S.L                                    0,00        150,52       150,52                0,00
4300000307     PRIMERA OPTICOS LOZANO                               0,00        152,19       152,19                0,00
4300000318     ORTOVISION CENTRAL, SL                               0,00        227,36       227,36                0,00
4300000328     FERNANDO GOMEZ SAN BERNARDO                         26,02        566,30       592,32                0,00
4300000331     OPTIMIL DICOUNT VALENCIA                             0,00         14,40        14,40                0,00
4300000332     OPTICA MITICA S.L                                    0,00          9,92         9,92                0,00
4300000333     CTRO OPTICO MEDITERRANEA MONCADA, SL                 0,00         96,08        96,08                0,00
4300000334     LOPEZ PARRILLA, EVA                                  0,00         99,71        99,71                0,00
4300000336     GRUPTECER OPTICS, SL                                 0,00        114,64       114,64                0,00
4300000338     OPTICA CIUDAD DE LAS CIENCIAS                        0,00        194,55       194,55                0,00
4300000339     AUDIO VISTA ALGIROS, SL                              0,00      2.267,10     2.267,10                0,00
4300000340     DOMENECH BADENES, EDUARDO RAMON                      0,00         16,21        16,21                0,00
4300000341     OPTICA NOVALUS, SL                                   0,00         98,74        98,74                0,00
4300000342     SANCHEZ CABRERA OPTICA, S.L.                         0,00         23,11        23,11                0,00
4300000343     RAFAEL MELGOSO PONZ                                  0,00        156,32       156,32                0,00
4300000344     PUCHOL ALVIÑANA, PAULA                               0,00         34,25        34,25                0,00
4300000345     RELUXVISION SLU                                    101,76        611,54       713,30                0,00
4300000346     TALOS VISION, SL                                     0,00         12,71        12,71                0,00
4300000347     VISUALENS LAB                                        0,00        853,06       853,06                0,00
4300000348     DIES OPTICAS SL                                      0,00         11,98        11,98                0,00

                               SUMA PARCIAL.......           -49.898,12     588.796,74   538.898,62                0,00


BALANCE DE SUMAS Y SALDOS                                                                                     Página 2
                                                                BALANCE DE SUMAS Y SALDOS
EMPRESA: MAKE-OPTIC, SL                                                                                        FECHA: 20/08/2026
Condición: Desde la SUBCUENTA 1000000000 a la 7999999999
           En el PERIODO del 01/01/2022 al 31/12/2022


Subcuenta      Nombre de la Subcuenta                            Saldo Inicial          Debe          Haber                Saldo

                              SUMA ANTERIOR.......                -49.898,12      588.796,74     538.898,62                 0,00

4300000349     NUEVA OPTICA TORRENT, S.L.                                0,00            2,42           2,42                0,00
4300000364     OPTICA MASERES, S.L.U.                                   12,10           12,10          24,20                0,00
4300000375     PAULA RODRIGUEZ ANEIROS                                 172,03        2.904,25       3.076,28                0,00
4300000380     BELMAR APARICIO, FRANCISCO                              339,08        3.792,34       4.131,42                0,00
4300000381     OPTICA DEL PENEDES, S.L                                  11,86          234,15         246,01                0,00
4300000390     CABRERA GRAU, BEATRIZ                                     0,00           34,06          34,06                0,00
4300000392     DE DIOS BERMELL, AMPARO                                  63,99          992,83       1.056,82                0,00
4300000393     SERV.OPT.E.HURTADO, SL                                    0,00          204,38         204,38                0,00
4300000394     SANTAMARIA BALZA, CARMEN                                527,28       14.635,99      15.163,27                0,00
4300000405     RUIZ MANRIQUE, LAURA                                      0,00          491,19         491,19                0,00
4300000408     NOVA VISION TORRENT,S.L                                 317,45        4.590,55       4.908,00                0,00
4300000424     LOPEZ CRUZ, HUMILDAD                                      0,00           71,04          71,04                0,00
4300000442     GAFASONLINE S.L                                           0,00          135,82         135,82                0,00
4300000453     OPTICA VALTERNA C.B                                      25,74          282,93         308,67                0,00
4300000462     R.PERALES,S.L.                                           23,96          170,50         194,46                0,00
4300000463     LAURA ALONSO GRANELL                                     92,32          314,24         406,56                0,00
4300000473     OPTIQUE AUDREY                                            0,00          172,91         172,91                0,00
4300000475     CENTRO OPTICO Y AUDITIVO SILMA                            0,00           50,92          50,92                0,00
4300000476     ARENA OPTICA 16 S.L                                     152,68        2.268,57       2.421,25                0,00
4300000479     VANESA MARTINEZ BUCEO                                   198,26        2.644,70       2.842,96                0,00
4300000482     LUIS MUÑOZ ORTS                                         286,70        6.880,92       7.167,62                0,00
4300000485     CARBONELL GIMENO, FILIBERTO                              19,12          156,09         175,21                0,00
4300000487     OPTICALIA CLARAMUNT                                       0,00          284,37         284,37                0,00
4300000489     PATERNAVISION                                            77,33          412,82         490,15                0,00
4300000490     OPTICA BENAGUACIL                                         0,00           75,15          75,15                0,00
4300000493     LINCE VISION 2015                                       191,70        3.272,54       3.464,24                0,00
4300000499     CLERITAM S.C.                                            58,41          970,11       1.028,52                0,00
4300000501     MARIA JOSE CARCELLER SANCHEZ                              0,00          127,77         127,77                0,00
4300000503     JAVIER BARBERO ALMODOVAR                                401,75        2.087,46       2.489,21                0,00
4300000504     FURIO MUÑOZ, JOSE JUAN                                    0,00          203,28         203,28                0,00
4300000505     AUDIOVISION OLICARES                                    141,23        3.396,34       3.537,57                0,00
4300000516     LAERTOS VISION, SL                                        0,00          200,30         200,30                0,00
4300000517     JOSE LOPEZ HIDALGO                                        0,00          252,52         252,52                0,00
4300000518     CALLPER BONAVISTA, S.L                                   59,79          872,87         932,66                0,00
4300000519     ORETO HERNANDEZ OPTICA                                   25,53          401,60         427,13                0,00
4300000521     RAGA                                                     11,37          185,60         196,97                0,00
4300000530     MELGOPTIC S.L                                             0,00          216,01         216,01                0,00
4300000531     MULTIOPTICAS TORRENTE                                    66,43          952,99       1.019,42                0,00
4300000532     KURIO VISION SLU                                          0,00            7,26           7,26                0,00
4300000533     SALINAS OPTICOS S.L                                       0,00          121,61         121,61                0,00
4300000540     NEWCO RETAIL LEVANTE 12 2 A                              10,65           10,65          21,30                0,00
4300000542     OPTICA VISTALEA                                           0,00           80,94          80,94                0,00
4300000543     MURUZABAL JAIME SHEILA E IRENE                            9,20           59,78          68,98                0,00
4300000550     OPTICA LLOBELL S.L                                    1.497,71        5.472,67       6.970,38                0,00
4300000551     MªJOSE MESEGUER MUÑOZ                                    54,27          562,83         617,10                0,00
4300000553     INSTITUTO OFTALMOLOGICO VALENC                        1.147,83       16.532,20      17.680,03                0,00
4300000556     OVEJERO VISION SL                                        37,87        1.088,98       1.126,85                0,00
4300000557     OPTICA ARGENTE S.L                                        0,00           71,26          71,26                0,00
4300000558     JUAQUIN CARLOS BOTELLA DIAZ                              83,98          802,85         886,83                0,00
4300000562     EDUARDO HERNANDEZ MRTINEZ                                 0,00           13,67          13,67                0,00
4300000564     RIDEL VISION SL                                          72,84        2.266,88       2.339,72                0,00
4300000567     RIGEL VISION S.L                                         71,69          767,89         839,58                0,00
4300000568     OLEK VISION SLU                                         175,94        2.507,30       2.683,24                0,00
4300000571     MARCOS ARIAZA ZABALLOS                                    0,00           20,69          20,69                0,00
4300000994     CLIENTES WEB NOR                                          0,00        1.505,25       1.505,25                0,00
4300000995     CLIENTES WEB                                              0,00       13.789,09      13.789,09                0,00
4300000996     CLENTES KEONS                                             0,00      209.498,60     209.498,60                0,00
4300000997     CLIENTES KEONS                                            0,00       17.670,33      17.670,33                0,00
4300000999     CLIENTES VARIOS OPTICA 44 21                              0,00          336,34         336,34                0,00
4300001425     JOSE VICENTE TOMAS GARCIA                                 0,00           38,87          38,87                0,00
4650           REMUNERACIONES PENDIENTES DE PAGO                   -10.022,59      122.401,08     112.378,49                0,00
4650000000     REMUNERACIONES PENDIENTES DE PAGO                   -10.022,59      122.401,08     112.378,49                0,00
4700           HACIENDA PÚBLICA, DEUDORA POR IVA                     4.432,07            0,00       4.432,07                0,00
4700000099     HACIENDA PÚBLICA, IVA A DEVOLVER                      4.432,07            0,00       4.432,07                0,00
4720           HACIENDA PÚBLICA, IVA SOPORTADO                           0,00       30.812,28      30.812,28                0,00
4720000005     IVA SOPORTADO 5%                                          0,00           63,32          63,32                0,00
4720000010     IVA SOPORTADO 10%                                         0,00       12.449,39      12.449,39                0,00
4720000021     IVA SOPORTADO 21%                                         0,00       18.299,57      18.299,57                0,00
4730           HACIENDA PÚBLICA, RETENCIONES Y PAGOS A CUENTA            0,00        1.616,09       1.616,09                0,00
4730000000     HACIENDA PÚBLICA, RETENCIONES Y PAGOS A CUENTA            0,00        1.616,09       1.616,09                0,00
4750           HACIENDA PÚBLICA, ACREEDORA POR IVA                 -12.971,47       52.454,47      39.483,00                0,00
4750000000     HACIENDA PÚBLICA, ACREEDORA POR IVA                       0,00       19.741,50      19.741,50                0,00
4750000011     APZO MOD 303 3T 2021                                 -9.325,17        9.325,17           0,00                0,00
4750000012     APZO IVA 4T 20221                                    -3.646,30        3.646,30           0,00                0,00

                                SUMA PARCIAL.......               -62.022,02     1.104.519,73   1.042.497,71                0,00


BALANCE DE SUMAS Y SALDOS                                                                                              Página 3
                                                                  BALANCE DE SUMAS Y SALDOS
EMPRESA: MAKE-OPTIC, SL                                                                                          FECHA: 20/08/2026
Condición: Desde la SUBCUENTA 1000000000 a la 7999999999
           En el PERIODO del 01/01/2022 al 31/12/2022


Subcuenta      Nombre de la Subcuenta                              Saldo Inicial          Debe          Haber                Saldo

                              SUMA ANTERIOR.......                  -62.022,02     1.104.519,73   1.042.497,71                0,00

4750000013     APZO IVA 1T 2022                                            0,00        5.097,04       5.097,04                0,00
4750000014     APZO IVA 2T 2022                                            0,00        5.064,66       5.064,66                0,00
4750000015     AZPO MOD 303 3T 2022                                        0,00        4.953,62       4.953,62                0,00
4750000016     APZO MOD 303 4T 2022                                        0,00        4.626,18       4.626,18                0,00
4751           HACIENDA PÚBLICA, ACREEDORA POR RETENCIONES PR         -6.689,13       30.920,48      24.231,35                0,00
4751000000     HACIENDA PÚBLICA, ACREEDORA POR RETENCIONES PRA        -5.064,51       22.374,02      17.309,51                0,00
4751000002     RETENCIONES ALQUILER                                   -1.624,62        8.546,46       6.921,84                0,00
4752           HACIENDA PÚBLICA, ACREEDORA POR IMPUESTO SOBR          -3.162,31       10.896,04       7.733,73                0,00
4752000000     HACIENDA PÚBLICA, ACREEDORA POR IMPUESTO SOBRE         -2.379,89       10.113,62       7.733,73                0,00
4752000002     APZO IMP SOC 2020                                        -782,42          782,42           0,00                0,00
4760           ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES          -1.734,35       30.659,11      28.924,76                0,00
4760000000     ORGANISMOS DE LA SEGURIDAD SOCIAL, ACREEDORES          -1.734,35       30.659,11      28.924,76                0,00
4770           HACIENDA PÚBLICA, IVA REPERCUTIDO                           0,00       49.931,76      49.931,76                0,00
4770000010     IVA RERCUTIDO 10%                                           0,00       34.512,14      34.512,14                0,00
4770000021     IVA REPERCUTIDO 21%                                         0,00       11.181,55      11.181,55                0,00
4770000099     H.P. IVA REPERCUTIDO PARA ADQ. INTRACOMUNITARIAS            0,00        3.987,01       3.987,01                0,00
4770000144     IVA REPERCUTIDO 1,4%                                        0,00          157,43         157,43                0,00
4770000522     IVA REPECUTIDO R.E. 5,2%                                    0,00           93,63          93,63                0,00
4790           PASIVOS POR DIFERENCIAS TEMPORARIAS IMPONIBLES            283,80          523,58         807,38                0,00
4790000000     PASIVOS POR DIFERENCIAS TEMPORARIAS IMPONIBLES            283,80          523,58         807,38                0,00
5201           DEUDAS A CORTO PLAZO POR CRÉDITO DISPUESTO             10.397,53      481.308,04     491.705,57                0,00
5201000001     BCO SABADELL CTA 0001638565                            10.397,53      481.308,04     491.705,57                0,00
5510           CUENTA CORRIENTE CON SOCIOS Y ADMINISTRADORES          -8.888,86        8.888,86           0,00                0,00
5510000001     CTA SOCIOS AURELIO                                     -4.444,43        4.444,43           0,00                0,00
5510000003     APORT.SOCIOS PEPE                                      -4.444,43        4.444,43           0,00                0,00
5550           PARTIDAS PENDIENTES DE APLICACIÓN                      -2.260,68        2.260,68           0,00                0,00
5550000000     PARTIDAS PENDIENTES DE APLICACIÓN                      -2.260,68        2.260,68           0,00                0,00
5720           BANCOS E INSTITUCIONES DE CRÉDITO C/C VISTA, EUR       74.076,02      940.810,69   1.014.886,71                0,00
5720000099     DIARIO AUX BANCOS                                      74.076,02      940.810,69   1.014.886,71                0,00
6000           COMPRAS DE MERCADERÍAS                                      0,00      131.601,17     131.601,17                0,00
6000000000     COMPRAS DE MERCADERÍAS                                      0,00        6.768,62       6.768,62                0,00
6000000001     COMPRAS                                                     0,00      124.832,55     124.832,55                0,00
6080           DEVOLUCIONES DE COMPRAS DE MERCADERÍAS                      0,00        3.649,94       3.649,94                0,00
6080000000     DEVOLUCIONES DE COMPRAS DE MERCADERÍAS                      0,00        3.649,94       3.649,94                0,00
6090           "RAPPELS" POR COMPRAS DE MERCADERÍAS                        0,00        2.472,70       2.472,70                0,00
6090000000     "RAPPELS" POR COMPRAS DE MERCADERÍAS                        0,00        2.472,70       2.472,70                0,00
6100           VARIACIÓN DE EXISTENCIAS DE MERCADERÍAS                     0,00       25.620,00      25.620,00                0,00
6100000000     VARIACIÓN DE EXISTENCIAS DE MERCADERÍAS                     0,00       25.620,00      25.620,00                0,00
6210           ARRENDAMIENTOS Y CÁNONES                                    0,00       40.151,55      40.151,55                0,00
6210000000     ARRENDAMIENTOS Y CÁNONES                                    0,00        3.720,63       3.720,63                0,00
6210000001     ALQUILERES GUILLEM DE CASTRO 44                             0,00        6.002,52       6.002,52                0,00
6210000004     ALQUILER PASEO ARAGON 74B                                   0,00        7.000,00       7.000,00                0,00
6210000005     ALQUILER AVDA OESTE 47                                      0,00       23.428,40      23.428,40                0,00
6230           SERVICIOS DE PROFESIONALES INDEPENDIENTES                   0,00        5.851,89       5.851,89                0,00
6230000000     SERVICIOS DE PROFESIONALES INDEPENDIENTES                   0,00        2.583,77       2.583,77                0,00
6230000001     SERVICIOS PROFESIONALES                                     0,00           94,37          94,37                0,00
6230000003     FISCAL                                                      0,00        3.173,75       3.173,75                0,00
6250           PRIMAS DE SEGUROS                                           0,00        1.346,08       1.346,08                0,00
6250000000     PRIMAS DE SEGUROS                                           0,00        1.346,08       1.346,08                0,00
6260           SERVICIOS BANCARIOS Y SIMILARES                             0,00           40,00          40,00                0,00
6260000000     SERVICIOS BANCARIOS Y SIMILARES                             0,00           40,00          40,00                0,00
6270           PUBLICIDAD, PROPAGANDA Y RELACIONES PÚBLICAS                0,00       11.980,00      11.980,00                0,00
6270000000     PUBLICIDAD, PROPAGANDA Y RELACIONES PÚBLICAS                0,00       11.980,00      11.980,00                0,00
6280           SUMINISTROS                                                 0,00        5.695,88       5.695,88                0,00
6280000001     TELEFONO                                                    0,00        1.472,08       1.472,08                0,00
6280000003     LUZ                                                         0,00        4.223,80       4.223,80                0,00
6290           OTROS SERVICIOS                                             0,00       17.299,22      17.299,22                0,00
6290000000     OTROS SERVICIOS                                             0,00       17.281,46      17.281,46                0,00
6290000001     OTROS GASTOS                                                0,00           17,76          17,76                0,00
6300           IMPUESTO CORRIENTE                                          0,00        7.733,73       7.733,73                0,00
6300000000     IMPUESTO CORRIENTE                                          0,00        7.733,73       7.733,73                0,00
6400           SUELDOS Y SALARIOS                                          0,00      133.701,63     133.701,63                0,00
6400000000     SUELDOS Y SALARIOS                                          0,00      133.701,63     133.701,63                0,00
6410           INDEMNIZACIONES                                             0,00        1.035,81       1.035,81                0,00
6410000000     INDEMNIZACIONES                                             0,00        1.035,81       1.035,81                0,00
6420           SEGURIDAD SOCIAL A CARGO DE LA EMPRESA                      0,00       23.861,16      23.861,16                0,00
6420000000     SEGURIDAD SOCIAL A CARGO DE LA EMPRESA                      0,00       23.861,16      23.861,16                0,00
6690           OTROS GASTOS FINANCIEROS                                    0,00          308,74         308,74                0,00
6690000000     OTROS GASTOS FINANCIEROS                                    0,00          308,74         308,74                0,00
6810           AMORTIZACIÓN DEL INMOVILIZADO MATERIAL                      0,00        3.141,75       3.141,75                0,00
6810000000     AMORTIZACIÓN DEL INMOVILIZADO MATERIAL                      0,00        1.350,00       1.350,00                0,00
6810000001     AMORT.INMOV.MATERIAL                                        0,00        1.791,75       1.791,75                0,00
7000           VENTAS DE MERCADERÍAS                                       0,00      398.637,31     398.637,31                0,00
